"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Sleep","2023-05-24 20:30","2023-05-25 01:15","04:45",,,,
"Sleep","2023-05-24 19:45","2023-05-24 20:00","00:15",,,,
"Sleep","2023-05-24 19:15","2023-05-24 19:30","00:15",,,,
"Feed","2023-05-24 19:05",,,"Formula","Bottle","80ml","Mixed formjla"
"Diaper","2023-05-24 18:20",,,,,"Both",
"Feed","2023-05-24 17:35",,,"Formula","Bottle","120ml",
"Diaper","2023-05-24 17:15",,,,,"Pee",
"Diaper","2023-05-24 14:30",,,,,"Both, poo:small",
"Sleep","2023-05-24 14:15","2023-05-24 17:05","02:50",,,,
"Feed","2023-05-24 13:48",,,"Formula","Bottle","100ml",
"Diaper","2023-05-24 13:35",,,,,"Poo",
"Diaper","2023-05-24 13:25",,,,,"Both",
"Diaper","2023-05-24 11:30",,,,,"Both, poo:small",
"Sleep","2023-05-24 11:15","2023-05-24 13:20","02:05",,,,
"Feed","2023-05-24 10:53",,,"Formula","Bottle","120ml",
"Sleep","2023-05-24 10:05","2023-05-24 10:09","00:03",,,,
"Diaper","2023-05-24 09:30",,,,,"Both, poo:large",
"Sleep","2023-05-24 09:15","2023-05-24 10:00","00:45",,,,
"Feed","2023-05-24 08:30",,,"Formula","Bottle","105ml",
"Diaper","2023-05-24 08:25",,,,,"Both, poo:medium",
"Diaper","2023-05-24 05:50",,,,,"Poo:medium",
"Sleep","2023-05-24 05:35","2023-05-24 08:00","02:25",,,,
"Feed","2023-05-24 05:26",,,"Formula","Bottle","110ml",
"Diaper","2023-05-24 05:05",,,,,"Both",
"Diaper","2023-05-24 00:45",,,,,"Both, poo:medium",
"Sleep","2023-05-24 00:30","2023-05-24 04:50","04:20",,,,
"Feed","2023-05-23 23:51",,,"Formula","Bottle","120ml",
"Diaper","2023-05-23 23:45",,,,,"Pee",
"Sleep","2023-05-23 20:45","2023-05-23 23:40","02:55",,,,
"Diaper","2023-05-23 20:30",,,,,"Both, poo:small",
"Sleep","2023-05-23 19:30","2023-05-23 20:00","00:30",,,,
"Feed","2023-05-23 19:16",,,"Formula","Bottle","120ml","Mixed formula "
"Diaper","2023-05-23 18:22",,,,,"Both",
"Feed","2023-05-23 17:22",,,"Formula","Bottle","120ml","Threw up "
"Diaper","2023-05-23 17:00",,,,,"Both, poo:small",
"Diaper","2023-05-23 15:50",,,,,"Both, poo:small",
"Sleep","2023-05-23 15:30","2023-05-23 16:40","01:10",,,,
"Feed","2023-05-23 14:53",,,"Formula","Bottle","115ml",
"Diaper","2023-05-23 14:51",,,,,"Pee",
"Sleep","2023-05-23 13:30","2023-05-23 14:51","01:21",,,,
"Sleep","2023-05-23 12:55","2023-05-23 13:24","00:29",,,,
"Diaper","2023-05-23 12:35",,,,,"Both",
"Feed","2023-05-23 11:47",,,"Formula","Bottle","120ml",
"Diaper","2023-05-23 11:35",,,,,"Poo","Aquaphor. "
"Sleep","2023-05-23 09:56","2023-05-23 11:35","01:38",,,,
"Diaper","2023-05-23 09:30",,,,,"Pee",
"Sleep","2023-05-23 08:30","2023-05-23 09:30","01:00",,,,
"Feed","2023-05-23 08:15",,,"Formula","Bottle","120ml",
"Diaper","2023-05-23 07:24",,,,,"Both, pee:small poo:large",
"Diaper","2023-05-23 06:58",,,,,"Poo:medium",
"Feed","2023-05-23 06:02",,,"Formula","Bottle","120ml",
"Diaper","2023-05-23 02:32",,,,,"Poo",
"Sleep","2023-05-23 02:00","2023-05-23 05:30","03:30",,,,
"Feed","2023-05-23 01:45",,,"Formula","Bottle","120ml","Small vomit"
"Diaper","2023-05-23 01:40",,,,,"Both",
"Sleep","2023-05-22 22:30","2023-05-23 01:35","03:05",,,,
"Feed","2023-05-22 22:10",,,"Formula","Bottle","60ml",
"Diaper","2023-05-22 21:30",,,,,"Both",
"Feed","2023-05-22 20:38",,,"Formula","Bottle","120ml","Threw up"
"Diaper","2023-05-22 19:00",,,,,"Both, poo:small",
"Feed","2023-05-22 18:48",,,"Formula","Bottle","120ml",
"Sleep","2023-05-22 17:25","2023-05-22 18:30","01:05",,,,
"Diaper","2023-05-22 17:10",,,"Mucousy",,"Both, poo:large",
"Sleep","2023-05-22 16:25","2023-05-22 17:00","00:35",,,,
"Feed","2023-05-22 16:02",,,"Formula","Bottle","115ml",
"Diaper","2023-05-22 15:50",,,,,"Pee",
"Sleep","2023-05-22 14:40","2023-05-22 15:45","01:05",,,,
"Sleep","2023-05-22 13:45","2023-05-22 14:32","00:47",,,,
"Diaper","2023-05-22 13:30",,,,,"Poo:small",
"Feed","2023-05-22 12:57",,,"Formula","Bottle","115ml",
"Diaper","2023-05-22 12:50",,,,,"Pee",
"Sleep","2023-05-22 11:50","2023-05-22 12:45","00:55",,,,
"Diaper","2023-05-22 11:25",,,"Loose",,"Both",
"Feed","2023-05-22 10:42",,,"Formula","Bottle","120ml",
"Diaper","2023-05-22 10:30",,,"Loose","Diaper rash","Both","Penis cream "
"Sleep","2023-05-22 08:45","2023-05-22 10:25","01:40",,,,
"Feed","2023-05-22 07:52",,,"Formula","Bottle","105ml",
"Sleep","2023-05-22 05:30","2023-05-22 07:30","02:00",,,,
"Diaper","2023-05-22 05:20",,,"Loose",,"Poo:small",
"Feed","2023-05-22 04:37",,,"Formula","Bottle","90ml",
"Diaper","2023-05-22 04:35",,,,,"Pee",
"Sleep","2023-05-21 23:50","2023-05-22 04:30","04:40",,,,
"Diaper","2023-05-21 23:45",,,"Loose","Diaper rash","Poo",
"Feed","2023-05-21 23:02",,,"Formula","Bottle","120ml",
"Diaper","2023-05-21 23:00",,,,"Diaper rash","Pee","Penis crram"
"Sleep","2023-05-21 20:10","2023-05-21 23:00","02:50",,,,
"Diaper","2023-05-21 19:50",,,"Runny","Diaper rash","Both",
"Feed","2023-05-21 18:36",,,"Formula","Bottle","120ml",
"Diaper","2023-05-21 17:50",,,,"Diaper rash","Both","Hail mary"
"Feed","2023-05-21 16:14",,,"Formula","Bottle","120ml","Mixed formula "
"Diaper","2023-05-21 16:04",,,,,"Both",
"Diaper","2023-05-21 14:40",,,,,"Poo",
"Feed","2023-05-21 13:40",,,"Formula","Bottle","120ml",
"Diaper","2023-05-21 13:30",,,,,"Pee",
"Diaper","2023-05-21 10:50",,,,,"Poo",
"Feed","2023-05-21 10:21",,,"Formula","Bottle","110ml",
"Diaper","2023-05-21 10:19",,,,"Diaper rash","Both",
"Diaper","2023-05-21 09:00",,,,"Diaper rash","Pee","Fungal and bacterial "
"Feed","2023-05-21 08:12",,,"Formula","Bottle","120ml",
"Diaper","2023-05-21 08:05",,,,"Diaper rash","Pee",
"Diaper","2023-05-21 05:35",,,,,"Poo",
"Diaper","2023-05-21 05:33",,,,,"Both",
"Feed","2023-05-21 05:29",,,"Formula","Bottle","40ml",
"Feed","2023-05-21 02:34",,,"Formula","Bottle","110ml",
"Diaper","2023-05-21 02:29",,,,,"Both, poo:small",
"Diaper","2023-05-20 21:37",,,,,"Both",
"Feed","2023-05-20 21:15",,,"Formula","Bottle","50ml",
"Diaper","2023-05-20 20:45",,,,,"Both","Fungal bacterial "
"Feed","2023-05-20 19:15",,,"Formula","Bottle","115ml",
"Diaper","2023-05-20 17:45",,,,"Diaper rash","Poo",
"Feed","2023-05-20 17:15",,,"Formula","Bottle","110ml",
"Diaper","2023-05-20 16:55",,,,,"Pee","Monistat"
"Feed","2023-05-20 14:57",,,"Formula","Bottle","115ml",
"Diaper","2023-05-20 14:45",,,,,"Pee",
"Diaper","2023-05-20 12:46",,,,,"Both",
"Diaper","2023-05-20 12:15",,,,,"Both",
"Diaper","2023-05-20 11:22",,,,"Diaper rash","Both","All creams, calmo on NZ"
"Feed","2023-05-20 11:20",,,"Formula","Bottle","110ml",
"Feed","2023-05-20 09:06",,,"Formula","Bottle","110ml",
"Diaper","2023-05-20 09:00",,,,"Diaper rash","Both",
"Diaper","2023-05-20 06:05",,,,,"Poo",
"Diaper","2023-05-20 05:20",,,,,"Both",
"Feed","2023-05-20 05:20",,,"Formula","Bottle","110ml",
"Diaper","2023-05-20 01:26",,,,"Diaper rash","Poo:medium",
"Feed","2023-05-20 00:37",,,"Formula","Bottle","110ml",
"Diaper","2023-05-20 00:33",,,,"Diaper rash","Both",
"Diaper","2023-05-19 20:40",,,,,"Poo",
"Diaper","2023-05-19 20:20",,,,"Diaper rash","Poo","Penis, fungal, bacterial "
"Feed","2023-05-19 19:05",,,"Formula","Bottle","100ml",
"Diaper","2023-05-19 18:30",,,,,"Both",
"Feed","2023-05-19 16:44",,,"Formula","Bottle","110ml",
"Diaper","2023-05-19 16:35",,,,"Diaper rash","Pee",
"Diaper","2023-05-19 15:25",,,,"Diaper rash","Poo:small","Fungal"
"Diaper","2023-05-19 15:07",,,,"Diaper rash","Poo:large",
"Feed","2023-05-19 14:37",,,"Formula","Bottle","120ml",
"Diaper","2023-05-19 14:35",,,,"Diaper rash","Both","Penis cream, bacterial"
"Diaper","2023-05-19 11:50",,,,"Diaper rash","Poo","Breast milk "
"Feed","2023-05-19 11:37",,,"Formula","Bottle","110ml",
"Diaper","2023-05-19 11:30",,,,"Diaper rash","Pee",
"Diaper","2023-05-19 10:20",,,,"Diaper rash","Both",
"Feed","2023-05-19 09:02",,,"Formula","Bottle","90ml","Vit d"
"Diaper","2023-05-19 08:30",,,,"Diaper rash","Both","Vaseline"
"Feed","2023-05-19 07:07",,,"Formula","Bottle","110ml",
"Diaper","2023-05-19 07:00",,,,"Diaper rash","Both","Penis, anti bacterial, anti fungal"
"Diaper","2023-05-19 05:20",,,,"Diaper rash","Poo",
"Feed","2023-05-19 04:44",,,"Formula","Bottle","110ml","Threw up"
"Diaper","2023-05-19 04:40",,,,,"Both",
"Diaper","2023-05-19 01:07",,,,"Diaper rash","Both, poo:large",
"Feed","2023-05-19 00:33",,,"Formula","Bottle","110ml",
"Diaper","2023-05-19 00:30",,,,"Diaper rash","Both",
"Feed","2023-05-18 20:18",,,"Formula","Bottle","55ml",
"Diaper","2023-05-18 20:00",,,,"Diaper rash","Pee","Penis cream, bacteria, fungus "
"Diaper","2023-05-18 19:00",,,,,"Poo",
"Feed","2023-05-18 19:00",,,"Formula","Bottle","110ml",
"Diaper","2023-05-18 16:55",,,,"Diaper rash","Both","Bacterial on butt"
"Feed","2023-05-18 15:52",,,"Formula","Bottle","110ml","Ready feed"
"Diaper","2023-05-18 15:40",,,,"Diaper rash","Pee",
"Diaper","2023-05-18 13:45",,,,"Diaper rash","Both",
"Feed","2023-05-18 13:04",,,"Formula","Bottle","95ml",
"Diaper","2023-05-18 12:30",,,,"Diaper rash","Both",
"Feed","2023-05-18 11:00",,,"Formula","Bottle","110ml",
"Diaper","2023-05-18 10:00",,,,"Diaper rash","Poo",
"Feed","2023-05-18 09:44",,,"Formula","Bottle","110ml","Vit d, threw up"
"Diaper","2023-05-18 09:40",,,,"Diaper rash","Pee","Fungal, bacterial "
"Diaper","2023-05-18 08:00",,,,,"Both",
"Feed","2023-05-18 07:25",,,"Formula","Bottle","105ml",
"Diaper","2023-05-18 07:00",,,,"Diaper rash","Both","Penis cream "
"Diaper","2023-05-18 05:45",,,,"Diaper rash","Poo",
"Feed","2023-05-18 05:07",,,"Formula","Bottle","105ml",
"Diaper","2023-05-18 05:05",,,,"Diaper rash","Both",
"Diaper","2023-05-18 01:28",,,,"Diaper rash","Poo",
"Feed","2023-05-18 01:09",,,"Formula","Bottle","110ml",
"Diaper","2023-05-18 01:00",,,,"Diaper rash","Both",
"Diaper","2023-05-17 21:00",,,,"Diaper rash","Both","Clo, penis cream "
"Feed","2023-05-17 19:55",,,"Formula","Bottle","170ml","Threw up a lot"
"Feed","2023-05-17 17:46",,,"Formula","Bottle","105ml",
"Diaper","2023-05-17 17:30",,,,"Diaper rash","Poo","A&d"
"Diaper","2023-05-17 17:20",,,,"Diaper rash","Pee",
"Feed","2023-05-17 15:33",,,"Formula","Bottle","110ml","Made formula at 3:08"
"Diaper","2023-05-17 15:25",,,,"Diaper rash","Pee",
"Feed","2023-05-17 12:26",,,"Formula","Bottle","110ml",
"Diaper","2023-05-17 12:10",,,,"Diaper rash","Both, poo:small",
"Feed","2023-05-17 10:29",,,"Formula","Bottle","110ml","Vit d"
"Diaper","2023-05-17 09:50",,,,"Diaper rash","Both, poo:large","Clo, penis ceeam"
"Feed","2023-05-17 08:26",,,"Formula","Bottle","105ml","Cranky "
"Diaper","2023-05-17 08:20",,,,"Diaper rash","Both, poo:large","Clo, Butt paste"
"Feed","2023-05-17 06:00",,,"Formula","Bottle","110ml","A little vomit"
"Diaper","2023-05-17 05:55",,,,"Diaper rash","Both, poo:medium",
"Diaper","2023-05-17 02:34",,,,"Diaper rash","Poo",
"Feed","2023-05-17 01:52",,,"Formula","Bottle","110ml",
"Diaper","2023-05-17 01:50",,,,"Diaper rash","Both, poo:small",
"Feed","2023-05-16 21:17",,,"Formula","Bottle","50ml",
"Diaper","2023-05-16 21:00",,,,"Diaper rash","Dry","Clo, penis cream "
"Diaper","2023-05-16 21:00",,,,"Diaper rash","Dry","Clo, penis cream"
"Diaper","2023-05-16 20:00",,,,"Diaper rash","Both",
"Feed","2023-05-16 20:00",,,"Formula","Bottle","60ml",
"Feed","2023-05-16 18:31",,,"Formula","Bottle","110ml",
"Diaper","2023-05-16 18:29",,,,"Diaper rash","Both",
"Diaper","2023-05-16 16:00",,,,"Diaper rash","Pee",
"Feed","2023-05-16 14:57",,,"Formula","Bottle","80ml","Mixed formula "
"Diaper","2023-05-16 14:30",,,,"Diaper rash","Both",
"Diaper","2023-05-16 14:15",,,,"Diaper rash","Both",
"Feed","2023-05-16 12:38",,,"Formula","Bottle","100ml",
"Feed","2023-05-16 10:34",,,"Formula","Bottle","110ml",
"Diaper","2023-05-16 10:25",,,,"Diaper rash","Both","Clometrizole and triple paste"
"Diaper","2023-05-16 08:20",,,,,"Both, pee:small",
"Feed","2023-05-16 07:55",,,"Formula","Bottle","110ml","Vit d"
"Diaper","2023-05-16 07:25",,,,"Diaper rash","Dry",
"Diaper","2023-05-16 06:40",,,,"Diaper rash","Pee",
"Feed","2023-05-16 05:45",,,"Formula","Bottle","40ml",
"Diaper","2023-05-16 03:18",,,,"Diaper rash","Poo",
"Diaper","2023-05-16 02:35",,,,"Diaper rash","Both","Penis cream"
"Feed","2023-05-16 02:35",,,"Formula","Bottle","110ml",
"Feed","2023-05-15 23:02",,,"Formula","Bottle","40ml",
"Diaper","2023-05-15 22:50",,,,,"Pee",
"Feed","2023-05-15 19:42",,,"Formula","Bottle","110ml",
"Diaper","2023-05-15 19:15",,,,,"Both",
"Diaper","2023-05-15 18:45",,,,,"Both","Nystatin, penis cream "
"Feed","2023-05-15 17:31",,,"Formula","Bottle","110ml",
"Diaper","2023-05-15 15:36",,,,"Diaper rash","Both",
"Feed","2023-05-15 15:23",,,"Formula","Bottle","105ml","Made formula "
"Diaper","2023-05-15 15:15",,,,"Diaper rash","Pee",
"Diaper","2023-05-15 13:35",,,,"Diaper rash","Both",
"Diaper","2023-05-15 13:04",,,,"Diaper rash","Both, pee:small",
"Feed","2023-05-15 12:55",,,"Formula","Bottle","110ml","Vit d"
"Diaper","2023-05-15 11:38",,,,"Diaper rash","Both","Penis cream "
"Feed","2023-05-15 10:27",,,"Formula","Bottle","110ml",
"Feed","2023-05-15 09:02",,,"Formula","Bottle","10ml",
"Diaper","2023-05-15 08:55",,,,"Diaper rash","Both","Nystatin"
"Feed","2023-05-15 07:23",,,"Formula","Bottle","90ml",
"Diaper","2023-05-15 07:10",,,,"Diaper rash","Both",
"Feed","2023-05-15 05:15",,,"Formula","Bottle","110ml",
"Diaper","2023-05-15 05:12",,,,,"Both",
"Feed","2023-05-15 01:50",,,"Formula","Bottle","110ml",
"Diaper","2023-05-15 01:45",,,,,"Both",
"Feed","2023-05-14 22:04",,,"Formula","Bottle","110ml",
"Diaper","2023-05-14 21:55",,,,"Diaper rash","Both",
"Feed","2023-05-14 18:35",,,"Formula","Bottle","90ml",
"Diaper","2023-05-14 18:05",,,,"Diaper rash","Both",
"Feed","2023-05-14 16:55",,,"Formula","Bottle","105ml",
"Diaper","2023-05-14 16:49",,,,"Diaper rash","Both",
"Feed","2023-05-14 14:30",,,"Formula","Bottle","100ml",
"Diaper","2023-05-14 14:15",,,,"Diaper rash","Both",
"Feed","2023-05-14 12:07",,,"Formula","Bottle","110ml",
"Diaper","2023-05-14 12:00",,,,"Diaper rash","Pee",
"Diaper","2023-05-14 10:41",,,,,"Both",
"Feed","2023-05-14 09:26",,,"Formula","Bottle","80ml",
"Feed","2023-05-14 07:12",,,"Formula","Bottle","100ml",
"Diaper","2023-05-14 07:05",,,,"Diaper rash","Both",
"Feed","2023-05-14 03:25",,,"Formula","Bottle","100ml",
"Diaper","2023-05-14 03:20",,,,"Diaper rash","Both",
"Feed","2023-05-13 22:33",,,"Formula","Bottle","80ml",
"Diaper","2023-05-13 22:20",,,,"Diaper rash","Both",
"Feed","2023-05-13 20:17",,,"Formula","Bottle","80ml",
"Diaper","2023-05-13 19:20",,,,,"Both",
"Feed","2023-05-13 18:20",,,"Formula","Bottle","110ml",
"Diaper","2023-05-13 17:00",,,,"Diaper rash","Both",
"Feed","2023-05-13 15:45",,,"Formula","Bottle","110ml","Threw up half way"
"Diaper","2023-05-13 15:16",,,,"Diaper rash","Both",
"Feed","2023-05-13 13:29",,,"Formula","Bottle","110ml","Mixed formula "
"Diaper","2023-05-13 12:00",,,,"Diaper rash","Both",
"Feed","2023-05-13 11:14",,,"Formula","Bottle","110ml",
"Diaper","2023-05-13 11:05",,,,,"Pee",
"Feed","2023-05-13 08:18",,,"Formula","Bottle","110ml",
"Diaper","2023-05-13 08:15",,,,,"Both",
"Feed","2023-05-13 04:58",,,"Formula","Bottle","110ml",
"Diaper","2023-05-13 04:55",,,,"Diaper rash","Both",
"Diaper","2023-05-13 00:25",,,,"Diaper rash","Both",
"Diaper","2023-05-12 23:35",,,,"Diaper rash","Pee:small",
"Feed","2023-05-12 23:32",,,"Formula","Bottle","110ml",
"Diaper","2023-05-12 22:00",,,,"Diaper rash","Pee",
"Feed","2023-05-12 20:18",,,"Formula","Bottle","70ml",
"Diaper","2023-05-12 20:00",,,,"Diaper rash","Both","Corn starch and sensitive diapers "
"Feed","2023-05-12 19:00",,,"Formula","Bottle","30ml","Threw up "
"Feed","2023-05-12 17:36",,,"Formula","Bottle","110ml",
"Feed","2023-05-12 15:30",,,"Formula","Bottle","60ml",
"Diaper","2023-05-12 14:00",,,,"Diaper rash","Both","Started fungus cream "
"Feed","2023-05-12 13:07",,,"Formula","Bottle","110ml",
"Diaper","2023-05-12 12:00",,,,"Diaper rash","Both",
"Feed","2023-05-12 10:36",,,"Formula","Bottle","65ml",
"Diaper","2023-05-12 10:05",,,,"Diaper rash","Both",
"Feed","2023-05-12 08:26",,,"Formula","Bottle","110ml","Vit d"
"Diaper","2023-05-12 08:00",,,,,"Both",
"Feed","2023-05-12 06:15",,,"Formula","Bottle","110ml",
"Diaper","2023-05-12 06:10",,,,"Diaper rash","Both",
"Feed","2023-05-12 02:45",,,"Formula","Bottle","110ml",
"Diaper","2023-05-12 02:40",,,,"Diaper rash","Both",
"Feed","2023-05-11 23:05",,,"Formula","Bottle","40ml",
"Diaper","2023-05-11 22:40",,,,,"Both",
"Diaper","2023-05-11 21:50",,,,,"Both",
"Feed","2023-05-11 21:05",,,"Formula","Bottle","110ml",
"Diaper","2023-05-11 21:00",,,,"Diaper rash","Both",
"Feed","2023-05-11 18:40",,,"Formula","Bottle","60ml","Cranky"
"Feed","2023-05-11 17:23",,,"Formula","Bottle","100ml","Faster nipple, cranky "
"Diaper","2023-05-11 17:15",,,,,"Both",
"Feed","2023-05-11 14:42",,,"Formula","Bottle","110ml",
"Diaper","2023-05-11 14:03",,,,"Diaper rash","Pee",
"Feed","2023-05-11 12:15",,,"Formula","Bottle","95ml",
"Diaper","2023-05-11 12:10",,,,"Diaper rash","Both",
"Feed","2023-05-11 10:36",,,"Formula","Bottle","50ml",
"Diaper","2023-05-11 10:28",,,,"Diaper rash","Both",
"Feed","2023-05-11 08:36",,,"Formula","Bottle","110ml","Vit d"
"Diaper","2023-05-11 08:15",,,,"Diaper rash","Both",
"Feed","2023-05-11 05:56",,,"Formula","Bottle","110ml",
"Diaper","2023-05-11 05:50",,,,"Diaper rash","Both",
"Feed","2023-05-11 02:14",,,"Formula","Bottle","110ml",
"Diaper","2023-05-11 02:10",,,,"Diaper rash","Both",
"Feed","2023-05-10 22:28",,,"Formula","Bottle","110ml",
"Diaper","2023-05-10 22:20",,,,,"Both",
"Feed","2023-05-10 19:40",,,"Formula","Bottle","110ml","Cranky "
"Feed","2023-05-10 18:10",,,"Formula","Bottle","110ml","Cranky"
"Diaper","2023-05-10 18:06",,,,"Diaper rash","Both",
"Feed","2023-05-10 14:59",,,"Formula","Bottle","110ml",
"Diaper","2023-05-10 14:55",,,,"Diaper rash","Both",
"Feed","2023-05-10 11:27",,,"Formula","Bottle","110ml",
"Diaper","2023-05-10 11:15",,,,"Diaper rash","Both",
"Feed","2023-05-10 09:18",,,"Formula","Bottle","110ml",
"Diaper","2023-05-10 09:14",,,,"Diaper rash","Both, poo:small",
"Feed","2023-05-10 06:53",,,"Formula","Bottle","100ml","V fussy when finished.... seems like could still be hungry. Calmed down after 10 mins"
"Diaper","2023-05-10 06:50",,,,,"Both",
"Feed","2023-05-10 04:35",,,"Formula","Bottle","90ml",
"Diaper","2023-05-10 04:30",,,,"Diaper rash","Both",
"Feed","2023-05-10 01:51",,,"Formula","Bottle","100ml",
"Diaper","2023-05-10 01:47",,,,"Diaper rash","Both",
"Feed","2023-05-09 22:43",,,"Formula","Bottle","90ml",
"Diaper","2023-05-09 22:40",,,,"Diaper rash","Both",
"Feed","2023-05-09 19:15",,,"Formula","Bottle","90ml",
"Diaper","2023-05-09 18:58",,,,"Diaper rash","Both",
"Feed","2023-05-09 17:43",,,"Formula","Bottle","60ml","Alert after"
"Feed","2023-05-09 16:14",,,"Formula","Bottle","100ml","Somewhat cranky, alert after"
"Diaper","2023-05-09 16:10",,,,"Diaper rash","Both",
"Feed","2023-05-09 13:28",,,"Formula","Bottle","100ml",
"Diaper","2023-05-09 13:20",,,,"Diaper rash","Both",
"Feed","2023-05-09 10:59",,,"Formula","Bottle","100ml",
"Diaper","2023-05-09 10:40",,,,"Diaper rash","Both",
"Feed","2023-05-09 08:59",,,"Formula","Bottle","85ml","Vit d, mildly cranky "
"Diaper","2023-05-09 08:50",,,,"Diaper rash","Both",
"Feed","2023-05-09 06:54",,,"Formula","Bottle","100ml",
"Diaper","2023-05-09 06:52",,,,"Diaper rash","Both",
"Feed","2023-05-09 04:28",,,"Formula","Bottle","85ml",
"Diaper","2023-05-09 04:24",,,,"Diaper rash","Both",
"Feed","2023-05-09 00:53",,,"Formula","Bottle","100ml",
"Diaper","2023-05-09 00:50",,,,"Diaper rash","Both",
"Feed","2023-05-08 22:43",,,"Formula","Bottle","20ml",
"Diaper","2023-05-08 22:40",,,,"Diaper rash","Both",
"Feed","2023-05-08 20:40",,,"Formula","Bottle","60ml",
"Diaper","2023-05-08 19:25",,,,,"Both",
"Feed","2023-05-08 19:25",,,"Formula","Bottle","100ml",
"Feed","2023-05-08 16:23",,,"Formula","Bottle","100ml",
"Diaper","2023-05-08 15:15",,,,"Diaper rash","Both",
"Feed","2023-05-08 14:02",,,"Formula","Bottle","100ml","Cranky, alert"
"Diaper","2023-05-08 13:58",,,,"Diaper rash","Both",
"Feed","2023-05-08 11:07",,,"Formula","Bottle","100ml","Vit d, somewhat cranky "
"Diaper","2023-05-08 11:02",,,,"Diaper rash","Both",
"Feed","2023-05-08 09:43",,,"Formula","Bottle","30ml",
"Feed","2023-05-08 08:15",,,"Formula","Bottle","100ml","Alert after"
"Diaper","2023-05-08 08:10",,,,"Diaper rash","Both",
"Feed","2023-05-08 04:50",,,"Formula","Bottle","100ml",
"Diaper","2023-05-08 04:45",,,,"Diaper rash","Both",
"Feed","2023-05-08 01:45",,,"Formula","Bottle","75ml",
"Diaper","2023-05-08 01:35",,,,"Diaper rash","Both",
"Feed","2023-05-07 22:05",,,"Formula","Bottle","100ml",
"Diaper","2023-05-07 22:00",,,,"Diaper rash","Both",
"Feed","2023-05-07 18:52",,,"Formula","Bottle","80ml",
"Diaper","2023-05-07 18:30",,,,"Diaper rash","Both",
"Feed","2023-05-07 17:35",,,"Formula","Bottle","45ml",
"Feed","2023-05-07 16:16",,,"Formula","Bottle","100ml","Alert after"
"Diaper","2023-05-07 16:10",,,,,"Both",
"Feed","2023-05-07 13:25",,,"Formula","Bottle","100ml",
"Diaper","2023-05-07 13:16",,,,,"Both, pee:small poo:small",
"Feed","2023-05-07 10:47",,,"Formula","Bottle","85ml",
"Diaper","2023-05-07 10:40",,,,,"Both",
"Feed","2023-05-07 08:55",,,"Formula","Bottle","100ml","Vit D. Mild cranky "
"Diaper","2023-05-07 08:50",,,,,"Both",
"Feed","2023-05-07 06:17",,,"Formula","Bottle","100ml",
"Diaper","2023-05-07 06:15",,,,,"Both",
"Feed","2023-05-07 02:56",,,"Formula","Bottle","100ml","Small vomiting"
"Diaper","2023-05-07 02:53",,,,,"Both",
"Feed","2023-05-06 23:08",,,"Formula","Bottle","85ml",
"Diaper","2023-05-06 23:00",,,,,"Both",
"Feed","2023-05-06 20:31",,,"Formula","Bottle","70ml",
"Diaper","2023-05-06 20:25",,,,,"Both",
"Feed","2023-05-06 18:37",,,"Formula","Bottle","100ml","Asleep immediately after but then alert and cranky "
"Diaper","2023-05-06 18:30",,,,,"Both",
"Feed","2023-05-06 16:02",,,"Formula","Bottle","100ml","Mild cranky, alert after"
"Diaper","2023-05-06 15:50",,,,,"Both, pee:small poo:small",
"Diaper","2023-05-06 13:59",,,,,"Both",
"Feed","2023-05-06 12:35",,,"Formula","Bottle","85ml",
"Feed","2023-05-06 10:45",,,"Formula","Bottle","70ml","Vitamin D drop"
"Feed","2023-05-06 09:05",,,"Formula","Bottle","90ml","Cranky, alert after"
"Diaper","2023-05-06 09:00",,,,,"Both, pee:medium poo:large",
"Feed","2023-05-06 04:32",,,"Formula","Bottle","65ml",
"Diaper","2023-05-06 04:30",,,,,"Both",
"Feed","2023-05-06 02:08",,,"Formula","Bottle","90ml",
"Diaper","2023-05-06 02:03",,,,,"Both",
"Feed","2023-05-05 22:42",,,"Formula","Bottle","90ml",
"Diaper","2023-05-05 22:30",,,,,"Both, pee:medium poo:small",
"Feed","2023-05-05 19:47",,,"Formula","Bottle","90ml","Alert after "
"Feed","2023-05-05 18:31",,,"Formula","Bottle","90ml","Alert after"
"Diaper","2023-05-05 18:29",,,,,"Both, pee:medium poo:medium",
"Feed","2023-05-05 15:12",,,"Formula","Bottle","90ml",
"Diaper","2023-05-05 15:10",,,,,"Both",
"Feed","2023-05-05 12:49",,,"Formula","Bottle","80ml","Somewhat cranky "
"Diaper","2023-05-05 11:50",,,,,"Both, pee:small poo:medium",
"Feed","2023-05-05 10:25",,,"Formula","Bottle","90ml","Cranky, alert after"
"Feed","2023-05-05 08:30",,,"Formula","Bottle","85ml",
"Diaper","2023-05-05 08:25",,,,,"Both",
"Feed","2023-05-05 05:22",,,"Formula","Bottle","90ml",
"Diaper","2023-05-05 05:12",,,,,"Both, pee:small poo:medium",
"Feed","2023-05-05 02:20",,,"Formula","Bottle","90ml",
"Diaper","2023-05-05 02:15",,,,,"Both, pee:small poo:large",
"Feed","2023-05-04 22:22",,,"Formula","Bottle","90ml","Threw up :-("
"Diaper","2023-05-04 22:15",,,,,"Both, pee:small poo:small",
"Diaper","2023-05-04 21:20",,,,,"Both, pee:medium poo:medium",
"Feed","2023-05-04 20:22",,,"Formula","Bottle","90ml",
